Execution number, image name, Provider name, Response Time (in seconds), Hausdorff Distance (in pixels), Precision (in per cents)
2º, BioID_0068.jpg, OpenCV, 1.3421773, 6.0827627, error - archivo incorrecto para Precision
2º, BioID_0069.jpg, OpenCV, 0.9059697, 48.83646, error - archivo incorrecto para Precision
2º, BioID_0070.jpg, OpenCV, 0.9059697, 8.0, error - archivo incorrecto para Precision
2º, BioID_0071.jpg, OpenCV, 0.5368709, 7.0, error - archivo incorrecto para Precision
2º, BioID_0072.jpg, OpenCV, 0.2013266, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
2º, BioID_0073.jpg, OpenCV, 0.50331646, 5.0990195, error - archivo incorrecto para Precision
2º, BioID_0074.jpg, OpenCV, 0.5368709, 4.2426405, error - archivo incorrecto para Precision
2º, BioID_0075.jpg, OpenCV, 0.60397977, 6.0827627, error - archivo incorrecto para Precision
2º, BioID_0076.jpg, OpenCV, 0.5368709, 4.472136, error - archivo incorrecto para Precision
2º, BioID_0077.jpg, OpenCV, 0.9059697, 4.1231055, error - archivo incorrecto para Precision
2º, BioID_0078.jpg, OpenCV, 0.67108864, 4.0, error - archivo incorrecto para Precision
2º, BioID_0079.jpg, OpenCV, 0.57042533, 4.1231055, error - archivo incorrecto para Precision
2º, BioID_0080.jpg, OpenCV, 0.46976206, 4.1231055, error - archivo incorrecto para Precision
2º, BioID_0081.jpg, OpenCV, 0.43620762, 5.0, error - archivo incorrecto para Precision
2º, BioID_0082.jpg, OpenCV, 0.5368709, 3.0, error - archivo incorrecto para Precision
2º, BioID_0083.jpg, OpenCV, 0.5368709, 3.1622777, error - archivo incorrecto para Precision
2º, BioID_0084.jpg, OpenCV, 0.4026532, 3.0, error - archivo incorrecto para Precision
2º, BioID_0085.jpg, OpenCV, 0.4026532, 4.0, error - archivo incorrecto para Precision
2º, BioID_0086.jpg, OpenCV, 0.43620762, 5.0, error - archivo incorrecto para Precision
2º, BioID_0087.jpg, OpenCV, 0.4026532, 4.0, error - archivo incorrecto para Precision
2º, BioID_0088.jpg, OpenCV, 0.5368709, 4.0, error - archivo incorrecto para Precision
2º, BioID_0089.jpg, OpenCV, 0.5368709, 4.0, error - archivo incorrecto para Precision
2º, BioID_0090.jpg, OpenCV, 0.36909875, 13.152946, error - archivo incorrecto para Precision
2º, BioID_0091.jpg, OpenCV, 0.33554432, 4.0, error - archivo incorrecto para Precision
2º, BioID_0092.jpg, OpenCV, 0.33554432, 4.0, error - archivo incorrecto para Precision
2º, BioID_0093.jpg, OpenCV, 0.33554432, 5.0, error - archivo incorrecto para Precision
2º, BioID_0094.jpg, OpenCV, 0.33554432, 3.1622777, error - archivo incorrecto para Precision
2º, BioID_0095.jpg, OpenCV, 0.33554432, 4.0, error - archivo incorrecto para Precision
2º, BioID_0096.jpg, OpenCV, 0.30198988, 5.0990195, error - archivo incorrecto para Precision
2º, BioID_0097.jpg, OpenCV, 0.33554432, 5.0, error - archivo incorrecto para Precision
